,error_angle_mean,error_angle_median,error_angle_95,error_angle_std,n_tot,n,k,kappa_within_site,site_lat,site_long,outlier_rate,secular_method,kappa_secular,ignore_outliers
0,1.9718838477434741,1.828793059443619,3.9267745905446745,1.0462933811297233,192,48,4,50,30.0,0.0,0.0,G,,False
0,9.865726599862208,9.107844246936288,19.559730770424437,5.268751356316649,6,2,3,50,30.0,0.0,0.0,G,,False
0,1.783237071981584,1.6605209000940278,3.481974145752729,0.9387517609803433,195,65,3,50,30.0,0.0,0.0,G,,False
0,2.650790733302927,2.441029492691918,5.1932418438469865,1.4114979547786524,66,33,2,50,30.0,0.0,0.0,G,,False
0,1.807244779650291,1.673711731544408,3.548339658060462,0.9660564438813655,232,58,4,50,30.0,0.0,0.0,G,,False
0,1.6646053836383294,1.5495785100018082,3.230958171836267,0.8745053975340519,120,120,1,50,30.0,0.0,0.0,G,,False
0,1.1946610841546308,1.1174282102329016,2.282839309420248,0.6082222009344764,241,241,1,50,30.0,0.0,0.0,G,,False
0,1.3336496900436339,1.2301902543505676,2.6094922622910524,0.7228353031661288,260,130,2,50,30.0,0.0,0.0,G,,False
0,1.197326851216406,1.137748322678,2.3543280562190607,0.6122968817753665,249,249,1,50,30.0,0.0,0.0,G,,False
0,6.20039683240359,5.803588420381949,12.111680711885294,3.230873393306984,15,5,3,50,30.0,0.0,0.0,G,,False
0,1.3373750623525646,1.2480628088056491,2.55816780430161,0.6958672976716889,268,134,2,50,30.0,0.0,0.0,G,,False
0,2.4931837636380556,2.305494450952807,5.035343558904232,1.3616391398530217,68,34,2,50,30.0,0.0,0.0,G,,False
0,1.1583662991361097,1.0807737412371097,2.2752937668301647,0.609143199383667,267,267,1,50,30.0,0.0,0.0,G,,False
0,2.2332610145662977,2.103817327949585,4.308844554068409,1.1499657244187604,245,35,7,50,30.0,0.0,0.0,G,,False
0,1.2936121559292424,1.2424383952214058,2.505354661399719,0.6732908463306536,207,207,1,50,30.0,0.0,0.0,G,,False
0,3.7750715903255485,3.5498362972819066,7.468925961372823,1.9883461538770557,84,12,7,50,30.0,0.0,0.0,G,,False
0,1.8752414718122652,1.7336554343197363,3.7340789789098237,1.0111365411701452,300,50,6,50,30.0,0.0,0.0,G,,False
0,1.1240147239005076,1.0687317588743497,2.151517498632746,0.586979603989336,288,288,1,50,30.0,0.0,0.0,G,,False
0,3.4073293649463285,3.2026836149497413,6.511337960176036,1.7780557855874874,64,16,4,50,30.0,0.0,0.0,G,,False
0,4.423014814241198,4.117773468583756,8.940024292778443,2.4099943700966615,15,15,1,50,30.0,0.0,0.0,G,,False
0,2.9832119445931173,2.8019008496107674,5.9161871724506625,1.588162855128646,100,20,5,50,30.0,0.0,0.0,G,,False
0,1.773039367758356,1.6621680318516496,3.497207141290443,0.9228259114387192,280,56,5,50,30.0,0.0,0.0,G,,False
0,1.4344109108674548,1.3325681829952103,2.800251883543933,0.7587618533578078,168,168,1,50,30.0,0.0,0.0,G,,False
0,3.047264823111371,2.8345622989193657,6.071816344778311,1.6168188744357312,33,33,1,50,30.0,0.0,0.0,G,,False
0,1.6498585743050043,1.565473137023588,3.2436067269705817,0.8734631721156205,284,71,4,50,30.0,0.0,0.0,G,,False
0,1.1839148258512968,1.1273956817496043,2.2518587635386984,0.5898074405650184,252,252,1,50,30.0,0.0,0.0,G,,False
0,1.6683476296536301,1.5677277953158963,3.241091769179713,0.8662881800278589,115,115,1,50,30.0,0.0,0.0,G,,False
0,1.5600910331080342,1.4614015877391608,3.043097428811259,0.8190092835291393,246,82,3,50,30.0,0.0,0.0,G,,False
0,2.3200326030990355,2.15440905824088,4.576898976248358,1.2159920686729666,58,58,1,50,30.0,0.0,0.0,G,,False
0,2.2305352378363232,2.091584578087513,4.286936231229582,1.1482083664617053,117,39,3,50,30.0,0.0,0.0,G,,False
0,1.2658151735761167,1.193478113468366,2.5191873306542063,0.6695618457735388,282,141,2,50,30.0,0.0,0.0,G,,False
0,4.020038056679752,3.7867991568162793,7.9027496281485785,2.152842435346187,19,19,1,50,30.0,0.0,0.0,G,,False
0,1.797231849604575,1.6980368014744585,3.4692279856181356,0.9291896831937698,236,59,4,50,30.0,0.0,0.0,G,,False
0,2.3316283632476043,2.1749877989580995,4.511201154308586,1.2064534387034704,198,33,6,50,30.0,0.0,0.0,G,,False
0,2.18490784214351,2.015081827519211,4.318854189420073,1.1623022251376873,156,39,4,50,30.0,0.0,0.0,G,,False
0,1.7854666156394101,1.6942419771974784,3.483961440236514,0.9283341616449772,98,98,1,50,30.0,0.0,0.0,G,,False
0,1.7363492985472526,1.6379632208359638,3.365300578222774,0.8935476572275985,300,60,5,50,30.0,0.0,0.0,G,,False
0,1.2536099440081008,1.1616026746059802,2.466706589582844,0.6462446038964732,222,222,1,50,30.0,0.0,0.0,G,,False
0,1.9673180823306369,1.8410455359847333,3.829643131052167,1.0202206042058375,84,84,1,50,30.0,0.0,0.0,G,,False
0,1.2386199660829833,1.1763060587704146,2.390872172101206,0.6286308499677451,300,150,2,50,30.0,0.0,0.0,G,,False
0,5.552269441391943,5.09454979184428,11.148611738827515,3.0075733656606514,14,7,2,50,30.0,0.0,0.0,G,,False
0,3.3870115752909,3.1846058403309243,6.61271712862115,1.7658618170053832,96,16,6,50,30.0,0.0,0.0,G,,False
0,1.7941239030934562,1.6943660565358272,3.460012787156085,0.9175304351785681,142,71,2,50,30.0,0.0,0.0,G,,False
0,3.95123820987443,3.7500572956250124,7.816168099440458,2.079394042369591,39,13,3,50,30.0,0.0,0.0,G,,False
0,1.2162883188495703,1.1526336682360423,2.3603928136094523,0.6269925187256417,239,239,1,50,30.0,0.0,0.0,G,,False
0,1.709022302101114,1.6079051102313144,3.32125266242499,0.8877363338947545,268,67,4,50,30.0,0.0,0.0,G,,False
0,1.3277327166918405,1.2368448769520484,2.549825178491694,0.684303823082301,256,128,2,50,30.0,0.0,0.0,G,,False
0,1.3814320076009652,1.302618648926888,2.6577768416879493,0.710879868901983,238,119,2,50,30.0,0.0,0.0,G,,False
0,2.9865151807236416,2.8040094903594195,5.724522273100581,1.5207692238144503,140,20,7,50,30.0,0.0,0.0,G,,False
0,2.370154269744089,2.2070052688238206,4.690296061625432,1.2699642246298164,210,30,7,50,30.0,0.0,0.0,G,,False
0,1.9184901547470345,1.791744191723616,3.6798347387892973,0.9951871731224432,88,88,1,50,30.0,0.0,0.0,G,,False
0,1.6576654077259314,1.559888631244526,3.220194294471086,0.8614761149560165,122,122,1,50,30.0,0.0,0.0,G,,False
0,2.494780733696872,2.3435093372430273,4.893149658295386,1.312438332771904,120,30,4,50,30.0,0.0,0.0,G,,False
0,1.7173498808470546,1.6270631621929965,3.3861419011982528,0.9143858182857025,207,69,3,50,30.0,0.0,0.0,G,,False
0,1.5050492645368263,1.4257379600858684,2.9059720950325914,0.7835756079870018,149,149,1,50,30.0,0.0,0.0,G,,False
0,1.5206628163164366,1.4303119419501371,3.0042007428206285,0.8103971888930106,148,148,1,50,30.0,0.0,0.0,G,,False
0,3.8347206715188977,3.596792297566658,7.309563075927033,1.991508007674977,72,12,6,50,30.0,0.0,0.0,G,,False
0,1.679871637151445,1.5794493986970153,3.275060129537141,0.8629973412867922,162,81,2,50,30.0,0.0,0.0,G,,False
0,2.120071343322642,1.9947416605236157,4.13142593234933,1.0988280977344682,138,46,3,50,30.0,0.0,0.0,G,,False
0,2.031282602892204,1.9433859356838,3.9672826352472472,1.0593276756396772,75,75,1,50,30.0,0.0,0.0,G,,False
0,1.7344266399773782,1.6401729262860982,3.445396914820499,0.916994965671916,105,105,1,50,30.0,0.0,0.0,G,,False
0,3.422879972163319,3.1552151475384846,6.890971171479994,1.8687899360915843,25,25,1,50,30.0,0.0,0.0,G,,False
0,1.2800497323729227,1.2008759340054098,2.5107334302607733,0.6695989427910578,218,218,1,50,30.0,0.0,0.0,G,,False
0,1.4752427817297544,1.395989267452343,2.859636868253085,0.7589325170614486,216,108,2,50,30.0,0.0,0.0,G,,False
0,6.208062241914904,5.835771381710934,12.290504592412995,3.2551822074949373,12,6,2,50,30.0,0.0,0.0,G,,False
0,1.7675367024277415,1.6787807502099668,3.4132121961218114,0.9051235173596685,148,74,2,50,30.0,0.0,0.0,G,,False
0,3.1631611142831972,2.9115694995649974,6.3079379046892585,1.6686403821871956,46,23,2,50,30.0,0.0,0.0,G,,False
0,2.3782810412229183,2.2347413778490903,4.620193150032385,1.2509353618940406,82,41,2,50,30.0,0.0,0.0,G,,False
0,1.1369034529262743,1.0845134142205808,2.1657084728560285,0.5788480182181736,292,292,1,50,30.0,0.0,0.0,G,,False
0,2.0792970305774534,1.9328993698157504,4.144925159093088,1.1208692665521225,168,42,4,50,30.0,0.0,0.0,G,,False
0,1.709407988319227,1.6141017463654777,3.2980984881401563,0.8864436338976619,204,68,3,50,30.0,0.0,0.0,G,,False
0,1.2270540132049204,1.137508188526347,2.4304997391891034,0.6557141466791857,227,227,1,50,30.0,0.0,0.0,G,,False
0,3.4221490699923742,3.1652361900199963,6.758772879474711,1.79876360621698,75,15,5,50,30.0,0.0,0.0,G,,False
0,1.8906776357063442,1.7456586702820118,3.713514598548523,0.9910205669278657,91,91,1,50,30.0,0.0,0.0,G,,False
0,2.1847018272684195,2.0603663177663023,4.174407877989762,1.107752319247336,100,50,2,50,30.0,0.0,0.0,G,,False
0,1.8073906648098126,1.6699260737149118,3.5807485907997316,0.9579153377075533,140,70,2,50,30.0,0.0,0.0,G,,False
0,3.2581020843375263,3.0194492393925643,6.491433173429181,1.743860521513544,28,28,1,50,30.0,0.0,0.0,G,,False
0,2.1416058125892126,2.0248496291909674,4.145552682168962,1.1242165720881698,94,47,2,50,30.0,0.0,0.0,G,,False
0,12.995776834627879,12.13981999422169,25.404425764933908,6.737611840602186,7,1,7,50,30.0,0.0,0.0,G,,False
0,2.17917619897301,2.024840647552999,4.371664753033621,1.192434165577759,190,38,5,50,30.0,0.0,0.0,G,,False
0,2.372808170365579,2.191271418385618,4.710982487454577,1.2642552622137326,53,53,1,50,30.0,0.0,0.0,G,,False
0,1.4526899518249532,1.3470851223763205,2.8687339448323934,0.7577752858814814,288,96,3,50,30.0,0.0,0.0,G,,False
0,2.0327807125517503,1.8867970090348507,4.0219420524075105,1.0741145558106489,144,48,3,50,30.0,0.0,0.0,G,,False
0,1.395561596758134,1.310889812283527,2.721229442868967,0.7288865804434473,175,175,1,50,30.0,0.0,0.0,G,,False
0,1.2659107825405966,1.2015553380979256,2.4363690934295494,0.64616070575851,234,234,1,50,30.0,0.0,0.0,G,,False
0,6.361292366639105,5.947884064644754,12.69845334340628,3.406117339200556,7,7,1,50,30.0,0.0,0.0,G,,False
0,2.1446831580747903,2.0037842661502054,4.189779971238471,1.115988067957816,164,41,4,50,30.0,0.0,0.0,G,,False
0,1.6924617512044293,1.5780740714742905,3.3587235460570617,0.8896665715917812,104,104,1,50,30.0,0.0,0.0,G,,False
0,1.3442055929045824,1.2746311559201047,2.63444284895883,0.7140122885841983,191,191,1,50,30.0,0.0,0.0,G,,False
0,2.1978086283243052,2.0297895700306796,4.239681848486273,1.136696473300754,195,39,5,50,30.0,0.0,0.0,G,,False
0,2.007873908974343,1.8860910327178289,3.8830842926757283,1.0649936697884292,188,47,4,50,30.0,0.0,0.0,G,,False
0,2.8937532397024723,2.7456692876705517,5.585788031313277,1.4883453477532047,126,21,6,50,30.0,0.0,0.0,G,,False
0,4.951421864227095,4.702075195585735,9.843415600494158,2.628682899234163,18,9,2,50,30.0,0.0,0.0,G,,False
0,1.3277054292097337,1.220767497618695,2.6778976824298133,0.7058548504562615,190,190,1,50,30.0,0.0,0.0,G,,False
0,1.6874915601001403,1.5589101397409877,3.313861890618736,0.8738061427420075,172,86,2,50,30.0,0.0,0.0,G,,False
0,1.4704316897065646,1.3770561084056112,2.903222665304906,0.7815328801157743,279,93,3,50,30.0,0.0,0.0,G,,False
0,1.135977334369635,1.0783861509752697,2.1605200194163787,0.5841520434767933,289,289,1,50,30.0,0.0,0.0,G,,False
0,1.3056900237567952,1.2456979389427474,2.5379637318993287,0.6794072115378512,276,138,2,50,30.0,0.0,0.0,G,,False
0,2.194384978388133,2.052015344325902,4.372697340509784,1.1925269581324744,152,38,4,50,30.0,0.0,0.0,G,,False
0,1.1146266245383745,1.045514250308031,2.1227198586627924,0.5639118508349997,299,299,1,50,30.0,0.0,0.0,G,,False
0,1.8897408601030883,1.7852149427277766,3.71798726800555,0.9898363641854135,90,90,1,50,30.0,0.0,0.0,G,,False
0,1.8134953526650186,1.758960011416562,3.509047733687648,0.9468089829215758,138,69,2,50,30.0,0.0,0.0,G,,False
0,9.697901955712409,9.177797241361667,18.47597874635938,5.041469217969458,8,2,4,50,30.0,0.0,0.0,G,,False
0,2.5196294774559393,2.3915718789428055,4.858258085368474,1.29832582674276,96,32,3,50,30.0,0.0,0.0,G,,False
0,1.4456292699446456,1.3491300102018542,2.8257237328534948,0.7504060180078362,165,165,1,50,30.0,0.0,0.0,G,,False
0,1.5048088502226165,1.4116219371794685,2.8814600619660014,0.7786425292983576,202,101,2,50,30.0,0.0,0.0,G,,False
0,2.1322257602955323,2.001945206476229,4.135472569023274,1.1150138486744128,228,38,6,50,30.0,0.0,0.0,G,,False
0,2.3246777255516347,2.1236350161471407,4.575562461613145,1.2367128517211472,56,56,1,50,30.0,0.0,0.0,G,,False
0,2.1504396387911546,2.001419823531279,4.199404549653844,1.1386968591183129,102,51,2,50,30.0,0.0,0.0,G,,False
0,3.5530027480102366,3.25768281995866,7.042096377442168,1.880514646789401,24,24,1,50,30.0,0.0,0.0,G,,False
0,1.9533192308532663,1.8140445743006666,3.883525047158871,1.0504029561782604,235,47,5,50,30.0,0.0,0.0,G,,False
0,1.3649933640339262,1.2650549292037212,2.7132530264029624,0.7421384853070943,246,123,2,50,30.0,0.0,0.0,G,,False
0,3.9129079789650176,3.7295586400986735,7.481095562276318,2.0227136815919895,60,12,5,50,30.0,0.0,0.0,G,,False
0,1.6136540763645135,1.4987215494976027,3.160047428931258,0.8555580831604196,124,124,1,50,30.0,0.0,0.0,G,,False
0,1.9266239919180088,1.816510016339251,3.7121866437533186,0.9953232635142487,250,50,5,50,30.0,0.0,0.0,G,,False
0,1.5661270851908415,1.4657310097356273,3.0047609218453877,0.8174111717659794,133,133,1,50,30.0,0.0,0.0,G,,False
0,2.6632750669377865,2.494912563878401,5.195529868214585,1.3844834092537706,125,25,5,50,30.0,0.0,0.0,G,,False
0,4.154339601622507,3.926626685209129,8.059385717451352,2.171009498330286,44,11,4,50,30.0,0.0,0.0,G,,False
0,3.1532220387859153,2.929522046043516,6.38935437603478,1.6810955935435181,95,19,5,50,30.0,0.0,0.0,G,,False
0,2.5976691705182815,2.4697416617391426,5.049512827869291,1.353535367284694,112,28,4,50,30.0,0.0,0.0,G,,False
0,2.534307329106638,2.3751929833630285,4.91304927011096,1.3159122613919554,116,29,4,50,30.0,0.0,0.0,G,,False
0,1.7459691175400154,1.6146769510743084,3.3509201918889615,0.9217322014093355,152,76,2,50,30.0,0.0,0.0,G,,False
0,1.1522998829893603,1.0780005007526583,2.2361235133803152,0.5940545842378487,281,281,1,50,30.0,0.0,0.0,G,,False
0,6.112048835438204,5.658945716887004,12.20687489850532,3.269587303236014,8,8,1,50,30.0,0.0,0.0,G,,False
0,4.4053383955826035,4.144062150946645,8.741108922171344,2.3187250821883154,54,9,6,50,30.0,0.0,0.0,G,,False
0,2.962977576565217,2.8302726822213344,5.669085786491498,1.5417131370025714,105,21,5,50,30.0,0.0,0.0,G,,False
0,2.466542988685076,2.3356823736057493,4.906269727710918,1.3285771032880451,196,28,7,50,30.0,0.0,0.0,G,,False
0,2.744400283346453,2.5146008604524113,5.607811591919815,1.502710834660163,41,41,1,50,30.0,0.0,0.0,G,,False
0,4.075507847310558,3.8275100137133933,8.047795655037127,2.2014264876040226,36,12,3,50,30.0,0.0,0.0,G,,False
0,2.1728422810323296,2.022333805648124,4.271941566275368,1.1638849656686714,66,66,1,50,30.0,0.0,0.0,G,,False
0,4.7810468909168,4.57230692715796,9.152563889256317,2.454677610278959,32,8,4,50,30.0,0.0,0.0,G,,False
0,1.6561064608134979,1.5462151256288905,3.2292986994411828,0.8674627976067207,123,123,1,50,30.0,0.0,0.0,G,,False
0,1.7929597492230192,1.690867978723361,3.497822442574765,0.9276459651176606,106,106,1,50,30.0,0.0,0.0,G,,False
0,1.1706824195328627,1.099515878910637,2.331555351244352,0.6133956471392144,268,268,1,50,30.0,0.0,0.0,G,,False
0,1.2911772253250264,1.215259465265575,2.520615441004652,0.6770100921649951,211,211,1,50,30.0,0.0,0.0,G,,False
0,1.9168828311322896,1.783551903520383,3.759481636196321,1.0276245059128621,204,51,4,50,30.0,0.0,0.0,G,,False
0,2.838185688649888,2.63452942572885,5.484910012223627,1.4877150264277323,154,22,7,50,30.0,0.0,0.0,G,,False
0,2.857463582147025,2.727610318873964,5.454585525859226,1.4843438976505263,115,23,5,50,30.0,0.0,0.0,G,,False
0,1.635019640925442,1.5287548367274013,3.2076860273070054,0.8680355828610529,222,74,3,50,30.0,0.0,0.0,G,,False
0,1.3401907271761835,1.277143957611834,2.618705631161337,0.7035951418161103,189,189,1,50,30.0,0.0,0.0,G,,False
0,2.0805259525497313,1.9284646720213559,4.059053536470311,1.1085816748880306,141,47,3,50,30.0,0.0,0.0,G,,False
0,2.129235768517183,1.9887792538588656,4.14979971490081,1.131243018661536,200,40,5,50,30.0,0.0,0.0,G,,False
0,7.438578155804544,6.96458288743478,14.693943513876036,3.894826321648541,21,3,7,50,30.0,0.0,0.0,G,,False
0,1.2729272631413815,1.1842666501841705,2.5220758745835354,0.676816670659921,286,143,2,50,30.0,0.0,0.0,G,,False
0,1.6142967300346964,1.495030771000721,3.1475306129045393,0.8344428177414134,182,91,2,50,30.0,0.0,0.0,G,,False
0,1.9881490789582221,1.8653708582842796,3.9633796717840397,1.0752558490111865,112,56,2,50,30.0,0.0,0.0,G,,False
0,4.098206155151344,3.803306991803872,8.043780608097284,2.231138493556692,18,18,1,50,30.0,0.0,0.0,G,,False
0,1.1140798770877574,1.0517904392483146,2.139910048320572,0.5801180100210025,295,295,1,50,30.0,0.0,0.0,G,,False
0,5.986638369339541,5.611955636642946,11.575190562767961,3.112305523520959,30,5,6,50,30.0,0.0,0.0,G,,False
0,4.967306523530544,4.727687234024117,9.64324178994268,2.5258584218565385,24,8,3,50,30.0,0.0,0.0,G,,False
0,4.718919269095022,4.331338711743385,9.533031965829263,2.548719149711278,13,13,1,50,30.0,0.0,0.0,G,,False
0,1.4862909174401644,1.3801077691620023,2.932860905788545,0.7940180681768686,206,103,2,50,30.0,0.0,0.0,G,,False
0,1.54314256031981,1.4315140890496991,2.967384179869134,0.7869914440151347,255,85,3,50,30.0,0.0,0.0,G,,False
0,3.113737623099478,2.9034436463036712,6.0766954255687065,1.6090107576146748,32,32,1,50,30.0,0.0,0.0,G,,False
0,7.59823212098045,6.970479777517589,15.116851320672579,4.0914930553653255,18,3,6,50,30.0,0.0,0.0,G,,False
0,1.1396257853141591,1.0748035453617817,2.2214793028591346,0.5921194098207851,283,283,1,50,30.0,0.0,0.0,G,,False
0,2.2218604812523264,2.0930097277712463,4.271755622246357,1.146476310448871,238,34,7,50,30.0,0.0,0.0,G,,False
0,1.197648764742879,1.1350393222496749,2.2236664248721185,0.5913177879110741,257,257,1,50,30.0,0.0,0.0,G,,False
0,1.0982870325173066,1.0343875907355056,2.1195547613719325,0.5610336445006112,298,298,1,50,30.0,0.0,0.0,G,,False
0,1.7080613660800723,1.5845279911950456,3.315292138477951,0.8937913454835336,260,65,4,50,30.0,0.0,0.0,G,,False
0,1.8909216090214715,1.7515384253344308,3.766480345833708,1.0072977467919884,86,86,1,50,30.0,0.0,0.0,G,,False
0,7.850032914455293,7.312898877116233,15.721395378560509,4.1505784707835085,12,3,4,50,30.0,0.0,0.0,G,,False
0,4.7706621221910535,4.492843789043903,9.258716743792752,2.4846338858438832,48,8,6,50,30.0,0.0,0.0,G,,False
0,2.637259302178312,2.4945890391067707,5.061661796559271,1.3750131097031837,62,31,2,50,30.0,0.0,0.0,G,,False
0,1.3921486886627512,1.3062799747716198,2.7630649887941083,0.742555978082974,234,117,2,50,30.0,0.0,0.0,G,,False
0,2.492448696325628,2.3286840537684625,4.896533173581699,1.2993935353069055,72,36,2,50,30.0,0.0,0.0,G,,False
0,1.1362030308019884,1.0784525829414306,2.176683342869469,0.5708336683079535,272,272,1,50,30.0,0.0,0.0,G,,False
0,2.0444335661145163,1.953343188114161,4.061605518923796,1.0654739823724821,110,55,2,50,30.0,0.0,0.0,G,,False
0,1.7087057090264262,1.603443521466886,3.334123349297885,0.8976562896089646,109,109,1,50,30.0,0.0,0.0,G,,False
0,1.5535420203463821,1.4544507462084084,3.0896203902746677,0.8492213526581636,258,86,3,50,30.0,0.0,0.0,G,,False
0,8.204737004763276,7.683223786821117,16.113422601531347,4.239489489944153,9,3,3,50,30.0,0.0,0.0,G,,False
0,1.1762116080035858,1.112706886220252,2.2447947004241815,0.6009680269467181,256,256,1,50,30.0,0.0,0.0,G,,False
0,1.7664070069121873,1.6418245368624937,3.577231799980018,0.9460960586635004,95,95,1,50,30.0,0.0,0.0,G,,False
0,1.9647456137314114,1.838739373663735,3.811685513323694,1.0356073289087642,159,53,3,50,30.0,0.0,0.0,G,,False
0,2.8171508968350607,2.609985009405854,5.517661879995323,1.497330945708655,38,38,1,50,30.0,0.0,0.0,G,,False
0,1.307831814659606,1.2418237706654196,2.561627553118528,0.6807134648584617,203,203,1,50,30.0,0.0,0.0,G,,False
0,2.3275045117096065,2.2146015682048628,4.621958118457686,1.2558185487357012,57,57,1,50,30.0,0.0,0.0,G,,False
0,1.7051480267117407,1.5875369729912379,3.3680996634205993,0.8947099506726328,164,82,2,50,30.0,0.0,0.0,G,,False
0,1.5556060971365977,1.4479606577684265,3.0924291792370977,0.8362832271863772,240,80,3,50,30.0,0.0,0.0,G,,False
0,1.4350110175242092,1.3484587169872881,2.7705511295639735,0.7263836987601789,166,166,1,50,30.0,0.0,0.0,G,,False
0,5.684412667781256,5.257558028669479,11.283480866749533,3.031048159428868,18,6,3,50,30.0,0.0,0.0,G,,False
0,1.8206595300579087,1.741199503258187,3.583095943355377,0.9502273885074969,186,62,3,50,30.0,0.0,0.0,G,,False
0,2.952353483366327,2.816815825113821,5.776669554342027,1.545269155592215,35,35,1,50,30.0,0.0,0.0,G,,False
0,1.4045549556094976,1.3133032137881315,2.720810631152484,0.7309316445404388,167,167,1,50,30.0,0.0,0.0,G,,False
0,3.200520650974583,3.012450127766897,6.303112637595545,1.702339366249341,29,29,1,50,30.0,0.0,0.0,G,,False
0,1.2298454787092414,1.1634082338917153,2.417798882396255,0.6451515137386142,228,228,1,50,30.0,0.0,0.0,G,,False
0,2.550333529984053,2.3930561101610195,4.961570449183407,1.3262052685529522,70,35,2,50,30.0,0.0,0.0,G,,False
0,1.3530478745421122,1.2674061796056222,2.6035401780228677,0.7082408829502099,183,183,1,50,30.0,0.0,0.0,G,,False
0,1.1257678487941676,1.069799718218846,2.1348055518861595,0.5693621642732983,293,293,1,50,30.0,0.0,0.0,G,,False
0,3.6034126610697816,3.3861703012572875,6.997674035698036,1.8896856047128299,34,17,2,50,30.0,0.0,0.0,G,,False
0,2.4915497633377988,2.3749606344419476,4.74143476587748,1.2284136377476735,180,30,6,50,30.0,0.0,0.0,G,,False
0,3.154788458437884,2.9813692695150564,6.113307461179747,1.6440187129224788,90,18,5,50,30.0,0.0,0.0,G,,False
0,3.2229591631178844,3.046755100750083,6.3300786446510475,1.7084374943157912,102,17,6,50,30.0,0.0,0.0,G,,False
