,error_angle_mean,error_angle_median,error_angle_std,N,k,n,kappa_within_site,site_lat,outlier_rate,ignore_outliers,site_long
0,3.405351886780351,3.114680325778423,1.8667875699467,50,1,50,10.0,0,0.0,False,0
0,4.844221899985272,4.427022480163494,2.8289878679067058,50,5,10,10.0,0,0.0,True,0
0,3.7633202102177554,3.4509869368305814,2.039345445315727,50,1,50,10.0,0,0.05,False,0
0,4.9142453452673855,4.503174935376315,2.8385210361562896,50,5,10,10.0,0,0.05,True,0
0,4.148615446058737,3.80155087613457,2.3010805536878687,50,1,50,10.0,0,0.1,False,0
0,4.986521949527408,4.4982986689605795,2.8548777997727726,50,5,10,10.0,0,0.1,True,0
0,5.221654757544687,4.8059811224306515,2.918821192373171,50,1,50,10.0,0,0.2,False,0
0,5.171855479820233,4.741221333470023,2.9472043686712754,50,5,10,10.0,0,0.2,True,0
0,2.8344237801518966,2.6167362405613446,1.5277332467137996,50,1,50,16.68100537200059,0,0.0,False,0
0,4.5345818228335375,4.052759263190531,2.7528806294732706,50,5,10,16.68100537200059,0,0.0,True,0
0,3.2538997334012176,2.9571274835371923,1.800142500319527,50,1,50,16.68100537200059,0,0.05,False,0
0,4.56346420394025,4.088056053924802,2.686004458649848,50,5,10,16.68100537200059,0,0.05,True,0
0,3.61623718211869,3.3097873723391515,1.9739911720570669,50,1,50,16.68100537200059,0,0.1,False,0
0,4.629015173649379,4.179391138947473,2.729499997146654,50,5,10,16.68100537200059,0,0.1,True,0
0,4.6682788632730725,4.293455195424542,2.6303413010351195,50,1,50,16.68100537200059,0,0.2,False,0
0,4.652472125874533,4.198961979016886,2.683120030107759,50,5,10,16.68100537200059,0,0.2,True,0
0,2.400396142774261,2.2310728320349966,1.3092238361340933,50,1,50,27.825594022071243,0,0.0,False,0
0,4.3147847590038655,3.7994754660551564,2.6551976700716704,50,5,10,27.825594022071243,0,0.0,True,0
0,2.8466053964264093,2.5981509524214914,1.580930717270639,50,1,50,27.825594022071243,0,0.05,False,0
0,4.351830530557144,3.876309914057792,2.6464266689455855,50,5,10,27.825594022071243,0,0.05,True,0
0,3.2889751710255632,3.0477336927261973,1.8149786444505376,50,1,50,27.825594022071243,0,0.1,False,0
0,4.362395893961662,3.8643384895146795,2.6360680491382853,50,5,10,27.825594022071243,0,0.1,True,0
0,4.250752120453548,3.868736601883427,2.425409287748203,50,1,50,27.825594022071243,0,0.2,False,0
0,4.417205057454283,3.8898252876308845,2.662400775529421,50,5,10,27.825594022071243,0,0.2,True,0
0,2.1507062275082434,2.0028437032909565,1.1775062370133516,50,1,50,46.41588833612777,0,0.0,False,0
0,4.153185168741008,3.6849568857010837,2.524191443456818,50,5,10,46.41588833612777,0,0.0,True,0
0,2.7095518249009483,2.5102921141103636,1.5055993311386653,50,1,50,46.41588833612777,0,0.05,False,0
0,4.13333928924831,3.6403738982811475,2.5845871383679064,50,5,10,46.41588833612777,0,0.05,True,0
0,3.084169975886169,2.8276595819862607,1.722661137057539,50,1,50,46.41588833612777,0,0.1,False,0
0,4.135054113148656,3.6704714211737084,2.544586747777062,50,5,10,46.41588833612777,0,0.1,True,0
0,4.096737146190294,3.747949722558417,2.292369052040296,50,1,50,46.41588833612777,0,0.2,False,0
0,4.2550664078853035,3.7246451383292225,2.6647300432559877,50,5,10,46.41588833612777,0,0.2,True,0
0,2.0237453799144745,1.8929037935760036,1.0869919822320817,50,1,50,77.4263682681127,0,0.0,False,0
0,4.07421565346352,3.602455506118126,2.5227154157220397,50,5,10,77.4263682681127,0,0.0,True,0
0,2.4848019034893016,2.2773889900684097,1.364625717217604,50,1,50,77.4263682681127,0,0.05,False,0
0,4.016833791331629,3.556970946758831,2.5095652758704996,50,5,10,77.4263682681127,0,0.05,True,0
0,2.93868568292207,2.705061293507214,1.6148171898338017,50,1,50,77.4263682681127,0,0.1,False,0
0,4.0861736106292526,3.6284567721204795,2.5352757418734444,50,5,10,77.4263682681127,0,0.1,True,0
0,3.911202082117573,3.552033209528375,2.253456608562522,50,1,50,77.4263682681127,0,0.2,False,0
0,4.084964840597691,3.644817404353965,2.504237132228474,50,5,10,77.4263682681127,0,0.2,True,0
0,1.9371766639821055,1.8076978386745992,1.0426253199371336,50,1,50,129.1549665014884,0,0.0,False,0
0,4.0456930759356835,3.5523679798412147,2.486945514871503,50,5,10,129.1549665014884,0,0.0,True,0
0,2.3989298317378243,2.2209057010605875,1.333311187702558,50,1,50,129.1549665014884,0,0.05,False,0
0,3.9966855244568844,3.5295609604222165,2.4757343157986176,50,5,10,129.1549665014884,0,0.05,True,0
0,2.921382101575114,2.699920039203164,1.6043358897947635,50,1,50,129.1549665014884,0,0.1,False,0
0,3.9545997906777948,3.4770365825862584,2.47630283857285,50,5,10,129.1549665014884,0,0.1,True,0
0,3.864218272151514,3.543614243746859,2.176138546603067,50,1,50,129.1549665014884,0,0.2,False,0
0,4.065665737166767,3.6266117719479922,2.464208100979349,50,5,10,129.1549665014884,0,0.2,True,0
0,1.8727425712057264,1.7486407600695841,1.0056989474995606,50,1,50,215.44346900318823,0,0.0,False,0
0,3.9015960306924584,3.4210724396240124,2.4389292958807305,50,5,10,215.44346900318823,0,0.0,True,0
0,2.317486769956154,2.1386797947676257,1.2866905367360588,50,1,50,215.44346900318823,0,0.05,False,0
0,3.958482992424556,3.4599224824646058,2.437263058254831,50,5,10,215.44346900318823,0,0.05,True,0
0,2.8379991562931,2.591946139520509,1.6128911666184702,50,1,50,215.44346900318823,0,0.1,False,0
0,3.951671127640158,3.474649867734314,2.428348648165251,50,5,10,215.44346900318823,0,0.1,True,0
0,3.828202636716817,3.458971518658309,2.1963589585611643,50,1,50,215.44346900318823,0,0.2,False,0
0,3.945449231514768,3.4881927047900447,2.476959609324664,50,5,10,215.44346900318823,0,0.2,True,0
0,1.8445559146184265,1.6981349398238805,1.0099774914946165,50,1,50,359.38136638046257,0,0.0,False,0
0,3.933571418265067,3.407752549469116,2.490118092354705,50,5,10,359.38136638046257,0,0.0,True,0
0,2.3274638626138247,2.12541738875656,1.3071718651313362,50,1,50,359.38136638046257,0,0.05,False,0
0,3.9059989646244557,3.4036754269339156,2.4639193157147314,50,5,10,359.38136638046257,0,0.05,True,0
0,2.814573818122535,2.577086424555148,1.5922570648767764,50,1,50,359.38136638046257,0,0.1,False,0
0,3.9297743459760204,3.514468364676091,2.4130103704521626,50,5,10,359.38136638046257,0,0.1,True,0
0,3.8605832611453703,3.5312847793287006,2.1858655850598008,50,1,50,359.38136638046257,0,0.2,False,0
0,3.965722912726943,3.5084083207430226,2.4467141626885667,50,5,10,359.38136638046257,0,0.2,True,0
0,1.8040800844955258,1.6631332902560914,0.9961614620299934,50,1,50,599.4842503189409,0,0.0,False,0
0,3.958210336453571,3.4716324141848958,2.4782896828209946,50,5,10,599.4842503189409,0,0.0,True,0
0,2.2836353043415785,2.11328422290849,1.2613700531717589,50,1,50,599.4842503189409,0,0.05,False,0
0,3.8612368263094288,3.415885503467983,2.4437654931387156,50,5,10,599.4842503189409,0,0.05,True,0
0,2.7760064553775963,2.5346826578145,1.5557789832460935,50,1,50,599.4842503189409,0,0.1,False,0
0,3.978080526902254,3.5268460861595727,2.406436196830288,50,5,10,599.4842503189409,0,0.1,True,0
0,3.806539270563924,3.433294723408771,2.2025930010803614,50,1,50,599.4842503189409,0,0.2,False,0
0,3.913850443054047,3.437874268997888,2.4385638650627883,50,5,10,599.4842503189409,0,0.2,True,0
0,1.7933770415981785,1.6550498937919755,0.9728816056626045,50,1,50,1000.0,0,0.0,False,0
0,3.963024574269297,3.4602862685985656,2.4451764895076464,50,5,10,1000.0,0,0.0,True,0
0,2.2560858414223266,2.0753362846996097,1.2766714253915084,50,1,50,1000.0,0,0.05,False,0
0,3.948717244641841,3.411308766300607,2.5266538468432964,50,5,10,1000.0,0,0.05,True,0
0,2.753714588465053,2.536399378923676,1.5425765804167975,50,1,50,1000.0,0,0.1,False,0
0,3.97813482217123,3.506312548689124,2.4943941861366454,50,5,10,1000.0,0,0.1,True,0
0,3.8280566252413757,3.506947777086502,2.193567370184862,50,1,50,1000.0,0,0.2,False,0
0,3.9275821671873334,3.3763209462648973,2.4746374304297896,50,5,10,1000.0,0,0.2,True,0
0,3.541564229118282,3.253806054237394,1.9604257643764886,50,1,50,10.0,10,0.0,False,0
0,5.12300593720269,4.699387622831139,2.923960385737516,50,5,10,10.0,10,0.0,True,0
0,3.9645554505525578,3.6551007242707243,2.222007057246835,50,1,50,10.0,10,0.05,False,0
0,5.153397907284044,4.6805310660331685,3.032695129593095,50,5,10,10.0,10,0.05,True,0
0,4.33155668486104,3.9764055776714216,2.3829047333650117,50,1,50,10.0,10,0.1,False,0
0,5.253897676227622,4.764788954095465,3.0414460437127224,50,5,10,10.0,10,0.1,True,0
0,5.348460117201975,4.858912177249202,3.028927943801899,50,1,50,10.0,10,0.2,False,0
0,5.499148180109585,4.939260448823525,3.2710511847148442,50,5,10,10.0,10,0.2,True,0
0,2.9683880734321946,2.7396988962918343,1.6198638366828462,50,1,50,16.68100537200059,10,0.0,False,0
0,4.737429817526803,4.255757986111554,2.812279713942116,50,5,10,16.68100537200059,10,0.0,True,0
0,3.2891523086321697,3.0051586823710963,1.8528136838585831,50,1,50,16.68100537200059,10,0.05,False,0
0,4.779673881066138,4.322209798880792,2.7793912076482457,50,5,10,16.68100537200059,10,0.05,True,0
0,3.7958097301895912,3.498244261794227,2.079372336948352,50,1,50,16.68100537200059,10,0.1,False,0
0,4.72759972309724,4.28873626236269,2.7898189493512637,50,5,10,16.68100537200059,10,0.1,True,0
0,4.710242704309501,4.3255246624163775,2.656460175354429,50,1,50,16.68100537200059,10,0.2,False,0
0,4.905649049751933,4.4288761611443945,2.8904528921880157,50,5,10,16.68100537200059,10,0.2,True,0
0,2.585784117029595,2.39053848666358,1.3784637678122507,50,1,50,27.825594022071243,10,0.0,False,0
0,4.381468808474429,3.9188067020904427,2.6217371459167413,50,5,10,27.825594022071243,10,0.0,True,0
0,2.9917673827231157,2.7815497194998358,1.630715035561672,50,1,50,27.825594022071243,10,0.05,False,0
0,4.441439990013376,4.002207473672925,2.6366930961681003,50,5,10,27.825594022071243,10,0.05,True,0
0,3.408639929981485,3.1201586038251676,1.8912864158826106,50,1,50,27.825594022071243,10,0.1,False,0
0,4.5119434995883605,4.018425417776633,2.734592475262475,50,5,10,27.825594022071243,10,0.1,True,0
0,4.457663367999733,4.097981826793628,2.485099850794916,50,1,50,27.825594022071243,10,0.2,False,0
0,4.580027261339885,4.073852143661654,2.7747904434398247,50,5,10,27.825594022071243,10,0.2,True,0
0,2.337430082527413,2.1689938506617352,1.2596917323124313,50,1,50,46.41588833612777,10,0.0,False,0
0,4.378346564693367,3.90744211071371,2.656424765425332,50,5,10,46.41588833612777,10,0.0,True,0
0,2.776475140410955,2.581020880828497,1.525715571194655,50,1,50,46.41588833612777,10,0.05,False,0
0,4.318342952847863,3.9183474691904223,2.626216574365825,50,5,10,46.41588833612777,10,0.05,True,0
0,3.2641714809540634,3.011081625637452,1.798953510553749,50,1,50,46.41588833612777,10,0.1,False,0
0,4.365411721576601,3.84790154957134,2.6718572585913813,50,5,10,46.41588833612777,10,0.1,True,0
0,4.190248106850564,3.7867041268596324,2.364792296543223,50,1,50,46.41588833612777,10,0.2,False,0
0,4.408657856933636,3.9459956396049165,2.688267994743423,50,5,10,46.41588833612777,10,0.2,True,0
0,2.183711524296498,2.05002315082384,1.1615600960433285,50,1,50,77.4263682681127,10,0.0,False,0
0,4.306935135347767,3.7724779261188672,2.645990212049132,50,5,10,77.4263682681127,10,0.0,True,0
0,2.6448295402845723,2.4363415789408265,1.422342671553377,50,1,50,77.4263682681127,10,0.05,False,0
0,4.2978965226010715,3.77210751828337,2.6650428925993257,50,5,10,77.4263682681127,10,0.05,True,0
0,3.082118235945631,2.8716630966967855,1.6977357147189451,50,1,50,77.4263682681127,10,0.1,False,0
0,4.295842282791493,3.8495551149161003,2.606287512758175,50,5,10,77.4263682681127,10,0.1,True,0
0,4.0949214049034826,3.7396824257327026,2.2750616185688513,50,1,50,77.4263682681127,10,0.2,False,0
0,4.333044536820328,3.7899083975286842,2.6386369529248217,50,5,10,77.4263682681127,10,0.2,True,0
0,2.104768947988355,1.9621895207079092,1.1451428845497142,50,1,50,129.1549665014884,10,0.0,False,0
0,4.187849589955384,3.734467830333145,2.6076732465455854,50,5,10,129.1549665014884,10,0.0,True,0
0,2.5314563927827622,2.286787139681067,1.4212369395328908,50,1,50,129.1549665014884,10,0.05,False,0
0,4.229303723237932,3.7606121195488242,2.5802780620244503,50,5,10,129.1549665014884,10,0.05,True,0
0,3.0200353734484073,2.7748927990125054,1.6701123888064993,50,1,50,129.1549665014884,10,0.1,False,0
0,4.1727057532890575,3.711584658147409,2.534616651303763,50,5,10,129.1549665014884,10,0.1,True,0
0,4.035030393477755,3.704528130209475,2.2673069815420273,50,1,50,129.1549665014884,10,0.2,False,0
0,4.243868335203518,3.7722869564697277,2.660431492295545,50,5,10,129.1549665014884,10,0.2,True,0
0,2.017210013141993,1.8653570006533684,1.1075081783865646,50,1,50,215.44346900318823,10,0.0,False,0
0,4.225206691097839,3.7822143451942125,2.5651325298479937,50,5,10,215.44346900318823,10,0.0,True,0
0,2.4764322579202016,2.284115993322864,1.3875893561327548,50,1,50,215.44346900318823,10,0.05,False,0
0,4.192094419659685,3.7165446294027973,2.571984827135406,50,5,10,215.44346900318823,10,0.05,True,0
0,2.9737928977140173,2.7350797458405935,1.6695400045158149,50,1,50,215.44346900318823,10,0.1,False,0
0,4.260803752746553,3.7651754376960795,2.5767522330401,50,5,10,215.44346900318823,10,0.1,True,0
0,4.014847699800471,3.6555794238091366,2.263968697003474,50,1,50,215.44346900318823,10,0.2,False,0
0,4.204620961274208,3.7097542260590686,2.5903835392309356,50,5,10,215.44346900318823,10,0.2,True,0
0,2.0163021756820445,1.878389977577065,1.0934346797259278,50,1,50,359.38136638046257,10,0.0,False,0
0,4.180895312455441,3.7038578227756247,2.534082057099761,50,5,10,359.38136638046257,10,0.0,True,0
0,2.4562646797537644,2.2407387330778334,1.3496323281139613,50,1,50,359.38136638046257,10,0.05,False,0
0,4.202191261015795,3.750414927206947,2.584796443571259,50,5,10,359.38136638046257,10,0.05,True,0
0,2.9629234480221993,2.744802835658035,1.6303659100562398,50,1,50,359.38136638046257,10,0.1,False,0
0,4.246874497088476,3.7251254525684416,2.704552621172934,50,5,10,359.38136638046257,10,0.1,True,0
0,3.961231674834422,3.629843653661176,2.209514439262398,50,1,50,359.38136638046257,10,0.2,False,0
0,4.154267885992587,3.7064747394235553,2.5776753892392765,50,5,10,359.38136638046257,10,0.2,True,0
0,1.9839062707842336,1.8380270486750945,1.0872751322735308,50,1,50,599.4842503189409,10,0.0,False,0
0,4.20946087572107,3.750248396245773,2.5917893491337463,50,5,10,599.4842503189409,10,0.0,True,0
0,2.452064741459962,2.2745837285686363,1.3377521830460997,50,1,50,599.4842503189409,10,0.05,False,0
0,4.127691031183215,3.59972845249105,2.567869510093253,50,5,10,599.4842503189409,10,0.05,True,0
0,2.9169486456238483,2.6904851934360536,1.6219867423294183,50,1,50,599.4842503189409,10,0.1,False,0
0,4.148902569535661,3.6262447427623528,2.5464387356037164,50,5,10,599.4842503189409,10,0.1,True,0
0,3.9566976646849317,3.616340051925796,2.1861655949011696,50,1,50,599.4842503189409,10,0.2,False,0
0,4.187236501537669,3.6815677587143796,2.5700105575311074,50,5,10,599.4842503189409,10,0.2,True,0
0,2.014393758037774,1.88217391077972,1.0887811664337859,50,1,50,1000.0,10,0.0,False,0
0,4.047096530819354,3.5704084979103072,2.5367137659426637,50,5,10,1000.0,10,0.0,True,0
0,2.4379012526319466,2.261788658347619,1.344554337847978,50,1,50,1000.0,10,0.05,False,0
0,4.1124844227139254,3.6124789158527904,2.577103101886683,50,5,10,1000.0,10,0.05,True,0
0,2.87035453851881,2.6178873572033368,1.5782094365750567,50,1,50,1000.0,10,0.1,False,0
0,4.159050278350067,3.674649457407149,2.5561955010896122,50,5,10,1000.0,10,0.1,True,0
0,3.9071181463394704,3.581352150773526,2.1776268078000207,50,1,50,1000.0,10,0.2,False,0
0,4.146214032365317,3.57309913415623,2.587124226548669,50,5,10,1000.0,10,0.2,True,0
0,3.9817547618669717,3.7209832758973107,2.1448771046295465,50,1,50,10.0,20,0.0,False,0
0,5.7862215488860835,5.269901873848788,3.280046522747549,50,5,10,10.0,20,0.0,True,0
0,4.427858644148647,4.16375082758487,2.367017242834757,50,1,50,10.0,20,0.05,False,0
0,5.839699866712293,5.367550301672566,3.3340989412872726,50,5,10,10.0,20,0.05,True,0
0,4.801669585019155,4.455927794280363,2.6306893239134106,50,1,50,10.0,20,0.1,False,0
0,5.791539020897803,5.272146579516466,3.278803051452746,50,5,10,10.0,20,0.1,True,0
0,5.869417848175915,5.440999059169727,3.2457611030007136,50,1,50,10.0,20,0.2,False,0
0,5.996565838839138,5.463928075272619,3.4186519025002773,50,5,10,10.0,20,0.2,True,0
0,3.2271446039403426,2.990214001083025,1.7404183514161444,50,1,50,16.68100537200059,20,0.0,False,0
0,5.21766361937526,4.783003327742541,3.0332410363172366,50,5,10,16.68100537200059,20,0.0,True,0
0,3.6973535098469466,3.438762359339428,1.9817359012385294,50,1,50,16.68100537200059,20,0.05,False,0
0,5.35782135463701,4.8711103552061985,3.1080338938811023,50,5,10,16.68100537200059,20,0.05,True,0
0,4.12314571052639,3.837063920387749,2.229990647339,50,1,50,16.68100537200059,20,0.1,False,0
0,5.369339154752151,4.925134313843998,3.146917377153385,50,5,10,16.68100537200059,20,0.1,True,0
0,5.108864705495838,4.749322510233078,2.852165114192821,50,1,50,16.68100537200059,20,0.2,False,0
0,5.4630715852580725,4.910881015326154,3.1288768956096376,50,5,10,16.68100537200059,20,0.2,True,0
0,2.8878549283015063,2.6978134643549083,1.516222187256474,50,1,50,27.825594022071243,20,0.0,False,0
0,4.987932638331825,4.512904730176409,2.8536474126513847,50,5,10,27.825594022071243,20,0.0,True,0
0,3.303868175044951,3.0824452515042324,1.7872799763486804,50,1,50,27.825594022071243,20,0.05,False,0
0,5.049888084882451,4.6375163260361205,2.933191653152253,50,5,10,27.825594022071243,20,0.05,True,0
0,3.759130546243345,3.4765567132117923,2.083664295679563,50,1,50,27.825594022071243,20,0.1,False,0
0,5.081477518252812,4.646054142916029,2.916911738866719,50,5,10,27.825594022071243,20,0.1,True,0
0,4.764475729051794,4.4196327760211815,2.646706537004581,50,1,50,27.825594022071243,20,0.2,False,0
0,5.189789402643684,4.677588973842191,2.983748160009737,50,5,10,27.825594022071243,20,0.2,True,0
0,2.6411712006066526,2.4668813077428737,1.391501936538537,50,1,50,46.41588833612777,20,0.0,False,0
0,4.711910767695672,4.213947475433173,2.762781463459149,50,5,10,46.41588833612777,20,0.0,True,0
0,3.062730463839341,2.8599863143048836,1.6493821645560598,50,1,50,46.41588833612777,20,0.05,False,0
0,4.827573885249767,4.349739586717092,2.7994813696274963,50,5,10,46.41588833612777,20,0.05,True,0
0,3.423003090344587,3.1571126639466485,1.8996302655048272,50,1,50,46.41588833612777,20,0.1,False,0
0,4.8418330829825384,4.330836918971052,2.813241061768989,50,5,10,46.41588833612777,20,0.1,True,0
0,4.47495768710419,4.061572862797661,2.5134821234344904,50,1,50,46.41588833612777,20,0.2,False,0
0,4.850217579112543,4.414378057691067,2.8324598974599957,50,5,10,46.41588833612777,20,0.2,True,0
0,2.433729946518924,2.2828881034779513,1.2833285984819363,50,1,50,77.4263682681127,20,0.0,False,0
0,4.747773693498732,4.267540213695732,2.8323395463786807,50,5,10,77.4263682681127,20,0.0,True,0
0,2.8583017065803378,2.6629617717018306,1.530104419199981,50,1,50,77.4263682681127,20,0.05,False,0
0,4.747579072017678,4.26217942300805,2.8095088229533633,50,5,10,77.4263682681127,20,0.05,True,0
0,3.3489698261658125,3.109417125621654,1.8265849290201026,50,1,50,77.4263682681127,20,0.1,False,0
0,4.739968099807009,4.194637625437686,2.862987673194972,50,5,10,77.4263682681127,20,0.1,True,0
0,4.321935575451937,4.002893725850697,2.378926265872186,50,1,50,77.4263682681127,20,0.2,False,0
